;Alin hyväksytty pistemäärä;Ylin hyväksytty pistemäärä
Maisterihaku, historian ja arkeologian tutkinto-ohjelma, arkeologia, filosofian maisteri (2 v);?;?
Maisterihaku, historian ja arkeologian tutkinto-ohjelma, Euroopan ja maailman historia, filosofian maisteri (2 v);?;?
Maisterihaku, historian ja arkeologian tutkinto-ohjelma, kulttuurihistoria, filosofian maisteri (2 v);?;?
Maisterihaku, historian ja arkeologian tutkinto-ohjelma, Suomen historia, filosofian maisteri (2 v);?;?
Maisterihaku, kansainvälisen johtamisen ja yrittäjyyden tutkinto-ohjelma, kauppatieteiden maisteri (2 v);49,00;131,00
Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v);3,20;109,67
Maisterihaku, kasvatustieteiden tutkinto-ohjelma, pääaineena kasvatustiede, aikuiskasvatustiede tai erityispedagogiikka, Turku, kasvatustieteen maisteri (2 v);77,68;107,47
Maisterihaku, kemia, filosofian maisteri (2 v);?;?
Maisterihaku, kielen oppimisen ja opettamisen tutkinto-ohjelma, filosofian maisteri (2 v);?;?
Maisterihaku, kieliasiantuntijuuden tutkinto-ohjelma, filosofian maisteri (2 v);?;?
Maisterihaku, kirjallisuustieteiden tutkinto-ohjelma, kotimainen kirjallisuus, filosofian maisteri (2 v);?;?
Maisterihaku, Konetekniikka, diplomi-insinööri (2 v);?;?
Maisterihaku, kulttuurien tutkimuksen tutkinto-ohjelma, etnologia, filosofian maisteri (2 v);?;?
Maisterihaku, kulttuurien tutkimuksen tutkinto-ohjelma, uskontotiede, filosofian maisteri (2 v);?;?
Maisterihaku, laskentatoimen ja rahoituksen tutkinto-ohjelma, kauppatieteiden maisteri (2 v);45,00;125,50
Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v);57,00;75,50
Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v);55,50;70,50
Maisterihaku, Lääketieteellinen tekniikka ja terveysteknologia, diplomi-insinööri (2v);?;?
Maisterihaku, maantiede, filosofian maisteri (2 v);?;?
Maisterihaku, markkinoinnin ja arvoketjujen johtamisen tutkinto-ohjelma, kauppatieteiden maisteri (2 v);45,00;116,00
Maisterihaku, matematiikka, filosofian maisteri (2 v);?;?
Maisterihaku, materiaalitekniikka, diplomi-insinööri (2 v);?;?
Maisterihaku, median, musiikin ja taiteen tutkimuksen tutkinto-ohjelma, mediatutkimus, filosofian maisteri (2 v);?;?
Maisterihaku, median, musiikin ja taiteen tutkimuksen tutkinto-ohjelma, musiikkitiede, filosofian maisteri (2 v);?;?
Maisterihaku, molekyylibiotieteet, filosofian maisteri (2 v);?;?
Maisterihaku, monikielisen käännösviestinnän tutkinto-ohjelma, filosofian maisteri (2 v);?;?
Maisterihaku, oikeustiede, oikeustieteen maisteri (2 v);?;?
Maisterihaku, poliittinen historia, valtiotieteiden maisteri (2 v);?;?
Maisterihaku, sosiaalipolitiikka, valtiotieteiden maisteri (2 v);?;?
Maisterihaku, sosiaalityö, valtiotieteiden maisteri (2 v);11,00;15,00
Maisterihaku, sosiologia, valtiotieteiden maisteri (2 v);?;?
Maisterihaku, taloussosiologia, valtiotieteiden maisteri (2 v);?;?
Maisterihaku, taloustieteen tutkinto-ohjelma, kauppatieteiden maisteri (2 v);77,00;77,00
Maisterihaku, taloustieteen tutkinto-ohjelma, valtiotieteiden maisteri (2 v);3,16;3,33
Maisterihaku, tietojenkäsittelytiede, filosofian maisteri (2 v);?;?
Maisterihaku, tietojärjestelmätiede, filosofian maisteri (2 v);60,00;80,00
Maisterihaku, tietotekniikka, diplomi-insinööri (2 v);?;?
Maisterihaku, tilastotiede, filosofian maisteri (2 v);?;?
Maisterihaku, Tuotantotalous, diplomi-insinööri (2 v);?;?
Maisterihaku, valtio-oppi, valtiotieteiden maisteri (2 v);?;?
Master´s Degree Programme in Public Mental Health;?;?
Master's Degree Programme in Biomedical Sciences, Master of Science (2 years);?;?
Master's Degree Programme in Biosciences, Master of Science (2 years);?;?
Master's Degree Programme in East Asian Studies, Master of Social Sciences (2 years);?;?
Master's Degree Programme in Education and Learning, Master of Arts (Education), (2 years);?;?
Master's Degree Programme in Exact Sciences, Master of Science (2 years);?;?
Master's Degree Programme in Food Development, Master of Science (Technology) (2 years);?;?
Master's Degree Programme in Futures Studies, Master of Social Sciences (2 years);?;?
Master's Degree Programme in Global Innovation Management, Master of Science (Economics and Business Administration), (2 years);?;?
Master's Degree Programme in Health Technology, Master of Science (Technology) (2 years);?;?
Master's Degree Programme in Human Neuroscience, Master of Science (2 years);?;?
Master's Degree Programme in Inequalities, Interventions and New Welfare State, Master of Social Sciences, (2 years);?;?
Master's Degree Programme in Information and Communication Technology, Master of Science (Technology);?;?
Master's Degree Programme in Materials Engineering, Master of Science (Technology) (2 years);?;?
Master's Degree Programme in Mechanical Engineering, Master of Science (Technology) (2 years);?;?
Matematiikan, fysiikan tai kemian aineenopettaja ja luokanopettaja, luonnontieteiden kandidaatti ja filosofian maisteri (3v +2v);129,20;191,20
Matematiikka ja tilastotiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);35,10;127,20
Materiaalitekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;11,00;105,00
Median, musiikin ja taiteen tutkimuksen tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);37,00;120,30
Oikeustiede, oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v);56,00;149,00
Pohjoismaiset kielet, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);29,00;116,20
Pohjoismaiset kielet, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v), syksy 2023;132,40;157,90
Poliittinen historia ja valtio-oppi, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);64,68;155,90
Psykologia, psykologian kandidaatti ja psykologian maisteri (3 v + 2,5 v);81,70;154,70
Ranska, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);35,50;115,10
Ranska, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v), syksy 2023;106,20;126,20
Saksan kieli, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);33,00;127,40
Saksan kieli, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v), syksy 2023;89,80;128,70
Sosiaalitieteet, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);29,00;147,20
Sosiaalityö, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);33,00;129,10
Suomen kieli ja suomalais-ugrilainen kielentutkimus, kielten tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);26,50;139,20
Taloustiede, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);24,00;109,60
Terveystieteiden koulutus, terveystieteiden kandidaatti ja terveystieteiden maisteri (3 v + 2 v);17,75;28,50
Tietojenkäsittelytiede, luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);8,00;127,20
Tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;10,50;105,00
Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v), DIA-yhteisvalinta;29,50;105,00
Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v);44,00;102,00
Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v), valtakunnallinen monimuotokoulutus varhaiskasvatuksen opettajaksi;52,00;78,00
Vaasan ammattikorkeakoulu;;
Bachelor of Business Administration, DP in International Business, full-time studies (BBA), VAMK;31,30;51,25
Bachelor of Engineering, DP in Information Technology, full-time studies (B. Eng.), VAMK;25,40;68,30
Bachelor of Engineering, Energy Technology, full-time studies;62,40;104,55
Digitalisaation kehittäminen ja  johtaminen (ylempi YAMK), tradenomi, verkkototeutus;70,00;95,00
Hiilineutraali yhteiskunta, (ylempi AMK),  verkkototeutus;15,00;15,00
Insinööri (AMK), energiatekniikka, päivätoteutus;44,00;242,24
Insinööri (AMK), konetekniikka, päivätoteutus;42,00;229,07
Insinööri (AMK), sähkö- ja automaatiotekniikka, monimuotototeutus, VAMK;56,00;288,67
Insinööri (AMK), sähkö- ja automaatiotekniikka, päivätoteutus;44,00;345,09
Insinööri (AMK), tietotekniikka, monimuotototeutus;80,00;327,88
Insinööri (AMK), Tietotekniikka, päivätoteutus;70,00;324,65
Insinööri (AMK), ympäristöteknologia, päivätoteutus;28,00;225,56
Insinööri (ylempi AMK), Energiavarastointi, verkkototeutus;100,00;100,00
Kehittyneet sähköenergiajärjestelmät (ylempi AMK), insinööri, verkkototeutus;50,00;95,00
Master of Business Administration, DP in International Business Management, Blended Teaching, VAMK;10,00;15,00
Master of Business Administration, DP in Project Management, VAMK;8,00;15,00
Master of Engineering, DP in Project Management , VAMK;5,00;15,00
Master of Engineering, Information Technology, Cloud-Based Software Engineering,  Blended Teaching, VAMK;6,00;15,00
Sairaanhoitaja (AMK), monimuotototeutus;29,00;322,43
Sairaanhoitaja (AMK), päivätoteutus;23,00;335,41
Sosiaali- ja terveysala (ylempi AMK ), hyvinvoinnin asiantuntija, verkkototeutus;13,00;15,00
Sosiaali- ja terveysala (ylempi AMK), kehittäminen ja johtaminen, monimuotototeutus;60,00;95,00
Sosionomi (AMK), päivätoteutus;78,00;388,22
Tradenomi AMK, liiketalous, päivätoteutus;67,00;199,50
Tradenomi AMK, liiketalous, taloushallinto, verkkototeutus;97,00;240,94
Tradenomi AMK, oikeushallinto, päivätoteutus, VAMK;79,00;201,88
Tradenomi AMK, tietojenkäsittely, päivätoteutus;46,00;194,38
Vaasan yliopisto;;
Automaatio ja tietotekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta;12,00;87,50
Data-arkkitehtuuri, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta;7,00;65,80
Finance, Master of Science (Economics and Business Administration) (2 years);?;?
Hallintotieteet, Hallintotieteiden kandidaatti ja maisteri (3 v + 2 v);45,71;129,10
Industrial Management, Master of Science (Economics and Business Administration) (2 years);?;?
Industrial Systems Analytics, Master of Science (Technology) (2 years);?;?
International Business – Sustainable Global Business, Master of Science (Economics and Business Administration) (2 years);?;?
Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);20,96;130,20
Maisterihaku, Automaatio ja tietotekniikka, Energiatekniikka sekä Sähkötekniikka, diplomi-insinööri (2 v);?;?
Maisterihaku, Henkilöstöjohtaminen, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Julkisen toiminnan johtaminen ja julkisoikeus, hallintotieteiden maisteri (2 v);?;?
Maisterihaku, Laskentatoimi ja tilintarkastus, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Liiketoiminnan kehittäminen (Kokkola), kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Markkinoinnin johtaminen, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Sosiaali- ja terveyshallintotiede, hallintotieteiden maisteri (2 v);?;?
Maisterihaku, Talousoikeus, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Taloustiede, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Teknisen viestinnän maisteriohjelma, filosofian maisteri (2 v);?;?
Maisterihaku, Tietojärjestelmätiede, kauppatieteiden maisteri (2 v);?;?
Maisterihaku, Viestinnän monialainen maisteriohjelma, filosofian maisteri (2 v);?;?
Robotics, Master of Science (Technology) (2 years), Pori;?;?
Robotics, Master of Science (Technology) (2 years), Vaasa;?;?
Smart Grids, Master of Science (Technology) (2 years);?;?
Strategic Business Development, Master of Science (Economics and Business Administration) (2 years);?;?
Strategic Project Management, Master of Science (Technology) (2 years), Seinäjoki;?;?
Sustainable and Autonomous Systems (SAS), Master of Science (Technology) (2 years);?;?
Sähkö- ja energiatekniikka, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta;12,00;75,40
Tuotantotalous ja tietojärjestelmätiede, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v);29,00;136,50
Tuotantotalous, tekniikan kandidaatti ja diplomi-insinööri (3 v + 2 v) - DIA-yhteisvalinta;13,00;92,90
Valinta erityisten saavutusten perusteella, Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v);?;?
Viestintätieteiden kandidaattiohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);46,00;121,20
Yrkeshögskolan Arcada;;
Barnmorska (YH), dagstudier;70,00;391,76
Ergoterapeut (YH), flerform;4,19;335,00
Fysioterapeut (YH), dagstudier;44,00;60,00
Förstavårdare (YH), dagstudier;56,00;99,00
Hälsovårdare (YH), dagstudier;43,00;267,81
Högre YH, Social- och hälsovårdstjänster för framtidens välfärdssamhälle, flerform, Arcada;40,00;60,00
Idrottsinstruktör (YH), dagstudier;3,00;220,43
Ingenjör (YH), energi- och miljöteknik, dagstudier;4,10;285,25
Ingenjör (YH), informationsteknik, dagstudier;88,00;359,67
Ingenjör (YH), materialteknik och hållbarhet, dagstudier;81,00;264,73
Kulturproducent (YH), dagstudier;68,00;85,00
Master of Business Administration, International Business Management, full time;85,00;100,00
Master of Business Administration, International business Management, part time;80,00;100,00
Master of Culture and Arts, Media Management, Arcada, full time, 2024;54,00;97,00
Master of Engineering, Big Data Analytics, full time;2,00;5,00
Master of Health Care, Healthcare Leadership, full time, online, 2024;60,00;95,00
Master of Health Care, Healthcare Leadership, part time, online, 2024;70,00;95,00
Medianom (YH), Film och media, Foto och klipp, dagstudier;85,00;98,00
Medianom (YH), Film och media, Ljudarbete, dagstudier;62,00;90,00
Medianom (YH), Film och media, Manus och regi, dagstudier;71,00;96,00
Medianom (YH), Film och media, Online Media, dagstudier;67,00;96,00
Medianom (YH), Film och media, Producentskap, dagstudier;61,00;98,00
Sjukskötare (YH), dagstudier;2,96;328,87
Socionom (YH), dagstudier;75,00;332,93
Socionom (YH), flerform;56,00;370,45
Tradenom (YH), företagsekonomi, dagstudier;3,76;251,43
Yrkeshögskolan Novia;;
Agrolog (YH)/Skogsbruksingenjör (YH), dagstudier;52,00;192,59
Bachelor of Engineering, Information Technology, daytime studies;19,50;60,20
Bachelor of Engineering, Maritime Technology, blended studies;30,00;70,00
Bachelor of Engineering, Maritime Technology, daytime studies;15,30;178,00
Bachelor of Health Care, Nursing, daytime studies;58,25;85,20
Bachelor of Maritime Management, Maritime Management, Captain, blended studies;40,00;100,00
Bachelor of Maritime Management, Maritime Management, Captain, daytime studies;13,65;148,00
Bachelor of Natural Resources, Sustainable Coastal Management, daytime studies;13,40;52,00
Barnmorska (YH), dagstudier;119,00;339,80
Bildkonstnär (YH), bildkonst, dagstudier;50,00;95,00
Bioanalytiker (YH), dagstudier;62,00;416,80
Byggmästare (YH), Raseborg, dagstudier;59,00;143,00
Byggmästare (YH), Vasa, dagstudier;23,00;249,06
Estenom (YH), dagstudier;40,00;275,53
Formgivare (högre YH), flerform;65,00;100,00
Formgivare (YH), grafisk design, dagstudier;52,00;89,00
Formgivare (YH), inredningsarkitektur, dagstudier;60,00;83,00
Hälsovårdare (YH), Vasa, dagstudier;72,00;336,01
Hälsovårdare (YH), Åbo, dagstudier;49,00;285,36
Ingenjör (YH), byggnads- och samhällsteknik, Raseborg, dagstudier;42,00;334,14
Ingenjör (YH), byggnads- och samhällsteknik, Vasa, dagstudier;40,00;219,61
Ingenjör (YH), el- och automationsteknik, dagstudier;40,00;277,43
Ingenjör (YH), informationsteknik, dagstudier;53,00;341,10
Ingenjör (YH), lantmäteriteknik, dagstudier;46,00;258,42
Ingenjör (YH), maskin- och produktionsteknik, dagstudier;38,00;275,22
Ingenjör (YH), produktionsekonomi, dagstudier;67,00;233,28
Master of Business Administration, Digital Business and Management, full-time studies;2,77;720,00
Master of Business Administration, Digital Business and Management, part-time studies;2,63;760,00
Master of Business Administration, Service Design, full-time studies;3,68;3,68
Master of Business Administration, Service Design, part-time studies;3,50;4,45
Master of Engineering, Autonomous Maritime Operations, part-time studies;55,00;85,00
Master of Engineering, Industrial Management and Engineering, part-time studies;46,00;100,00
Master of Engineering, Intelligent Systems, part-time studies;50,00;100,00
Master of Engineering, Structural Engineering, part-time studies;44,00;95,00
Master of Maritime Management/Master of Engineering, Maritime Management, part-time studies;55,00;90,00
Musiker (YH), kyrkomusik/barockmusik, flerform;70,00;90,00
Musiker (YH)/Musikpedagog (YH), dagstudier;70,00;90,00
Online Master of Natural Resources, Natural Resources Management, part-time studies;20,00;80,00
Röntgenskötare (YH), dagstudier;34,00;267,65
Sjukskötare (YH), Vasa, dagstudier;32,00;256,85
Sjukskötare (YH), Vasa, flerform;48,00;330,48
Sjukskötare (YH), Åbo, dagstudier;1,25;269,21
Sjukskötare (YH), Åbo, flerform;44,00;355,72
Sjökapten (YH), dagstudier;120,69;620,86
Social- och hälsovård (högre YH), Vasa, flerform;41,00;82,00
Social- och hälsovård, (högre YH), Åbo, flerform;52,00;93,00
Socionom (YH), e-socionom, flerform;35,00;50,00
Socionom (YH), Vasa, dagstudier;1,05;346,66
Socionom (YH), Vasa, flerform;107,00;364,97
Socionom (YH), Åbo, dagstudier;54,00;262,88
Tradenom (YH), företagsekonomi, Vasa, dagstudier;0,95;225,52
Tradenom (YH), företagsekonomi, Åbo, dagstudier;0,80;205,92
Tradenom (YH), informationsbehandling, online, flerform;86,00;232,28
Åbo Akademi;;
Datateknik, utbildningsprogrammet i  informationsteknologi, teknologie kandidat och diplomingenjör, (3+2 år) - DIA gemensam antagning;11,50;98,40
Datavetenskap, utbildningsprogrammet i informationsteknologi, kandidat i naturvetenskaper och filosofie magister (3+2 år);45,25;115,40
Ekonomie magisterprogrammet, ekonomie magister (2 år);10,00;16,00
Engelska språket och litteraturen, utbildningsprogrammet i språk, kandidat i humanistiska vetenskaper och filosofie magister (3+2 år);84,10;346,53
Finska språket, utbildningsprogrammet i språk, kandidat i humanistiska vetenskaper och filosofie magister (3+2 år);50,90;127,60
Franska språket och litteraturen, utbildningsprogrammet i språk, kandidat i humanistiska vetenskaper och filosofie magister (3+2 år);33,48;130,30
Fysik, Kemi, Matematik, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år);44,71;127,20
Geologi, utbildningsprogrammet i naturvetenskaper, kandidat i naturvetenskaper och filosofie magister (3+2 år);38,57;115,10
Governance of Digitalization, Master of Science (Economics and Business Administration);66,50;75,00
Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);40,22;68,20
Kandidatprogrammet i farmaci, farmaceut (3 år);3,75;136,70
Magisterprogram i hälsovetenskaper (Vasa), magister i hälsovetenskaper (2 år);45,76;69,83
Magisterprogrammet i biovetenskaper, filosofie magister (2 år);2,00;5,00
Magisterprogrammet i engelska språket och litteraturen, filosofie magister (2 år);100,00;100,00
Magisterprogrammet i farmaci, provisor (2 år);18,50;26,50
Magisterprogrammet i finska språket, filosofie magister (2 år);100,00;100,00
Magisterprogrammet i franska språket och litteraturen, filosofie magister (2 år);30,00;100,00
Magisterprogrammet i informationsteknologi, Datateknik (Vasa), diplomingenjör (2 år);3,40;4,90
Magisterprogrammet i informationsteknologi, Datateknik (Åbo), diplomingenjör (2 år);4,70;6,00
Magisterprogrammet i informationsteknologi, Datavetenskap, filosofie magister (2 år);3,80;3,80
Magisterprogrammet i juridik, juris magister (2 år);5,00;16,00
Magisterprogrammet i kemi- och processteknik, Energiteknik (Vasa) diplomingenjör (2 år);4,01;8,03
Magisterprogrammet i kultur, historia och filosofi, filosofie magister (2 år);?;?
